AnimalID,Name,DateTime,FoundLocation,Latitude,Longitude,IntakeType,IntakeCondition,AnimalType,IntakeSex,IntakeAge,Breed
A767747,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,3 days,Pit Bull Mix
A767739,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Female,3 days,Pit Bull Mix
A767741,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,3 days,Pit Bull Mix
A767745,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Female,3 days,Pit Bull Mix
A767746,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,3 days,Pit Bull Mix
A767751,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,3 days,Pit Bull Mix
A767750,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,3 days,Pit Bull Mix
A767742,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,3 days,Pit Bull Mix
A767504,Carlos,3/6/18 13:35,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A767765,*Ll Drool J,3/6/18 13:40,900 East 52Nd Street in Austin (TX),30.3127958,-97.7141122,Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A767781,*Victoria,3/6/18 15:53,4603 Fallenash Drive in Austin (TX),30.2445652,-97.5849311,Stray,Normal,Dog,Intact Female,2 years,American Pit Bull Terrier Mix
A767796,*Koko,3/6/18 16:40,9200 North Plaza in Austin (TX),30.3544049,-97.6860561,Stray,Normal,Dog,Intact Female,2 months,American Pit Bull Terrier Mix
A732833,Vito,3/7/18 13:57,14413 Tiffer Ln in Travis (TX),30.4428583,-97.6853738,Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A767840,*Angela,3/7/18 19:31,Lamar Blvd At Long Spur in Austin (TX),30.3673302,-97.6946069,Stray,Normal,Dog,Spayed Female,1 year,Pit Bull Mix
A767843,Ruger,3/8/18 7:35,6101 Airport in Austin (TX),30.327643,-97.7139909,Public Assist,Normal,Dog,Intact Male,6 years,Pit Bull Mix
A767850,Champ,3/8/18 9:35,8403 Saber Creek Trl in Austin (TX),30.4209162,-97.7872846,Stray,Normal,Dog,Neutered Male,6 years,Pit Bull Mix
A767855,Luna,3/8/18 11:05,William Cannon Drive And Mancacha in Austin (TX),30.202829,-97.8068834,Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A758403,,3/8/18 11:20,1156 Cesar Chavez in Austin (TX),30.269764,-97.7591144,Public Assist,Normal,Dog,Intact Male,5 years,Pit Bull Mix
A767865,*Sansa Bark,3/8/18 12:57,5201 Ross Road in Austin (TX),30.1800002,-97.6125748,Stray,Sick,Dog,Intact Female,3 years,Pit Bull Mix
A767811,Jango,3/8/18 15:38,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Male,3 years,Pit Bull/Labrador Retriever
A767895,Lavender,3/8/18 18:38,Fm 812 And Highway 183 in Austin (TX),30.1641437,-97.6927921,Stray,Normal,Dog,Intact Female,8 months,Pit Bull Mix
A767905,Coco,3/9/18 8:56,2000 Conestoga Trl in Austin (TX),30.1963945,-97.7578198,Stray,Injured,Dog,Intact Female,5 months,Pit Bull Mix
A754351,Onyx,3/9/18 15:39,1156 W. Cesar Chavez in Austin (TX),30.269764,-97.7591144,Public Assist,Normal,Dog,Neutered Male,1 year,Pit Bull Mix
A767954,Kitty,3/10/18 10:18,21121 Hogeye Road in Manor (TX),30.297378,-97.481411,Stray,Normal,Dog,Intact Female,2 years,Pit Bull/Australian Cattle Dog
A767955,Ghost,3/10/18 10:18,21121 Hogeye Road in Manor (TX),30.297378,-97.481411,Stray,Normal,Dog,Intact Male,2 months,Pit Bull/Australian Cattle Dog
A767976,*Lucille,3/10/18 13:30,Interstate 35 And Martin Luther King Boulevard in Austin (TX),30.2785629,-97.7304962,Stray,Normal,Dog,Intact Female,3 months,Pit Bull Mix
A767979,Spike,3/10/18 13:49,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Intact Male,3 years,Labrador Retriever/Pit Bull
A753449,*Ruxson,3/11/18 12:57,Outside Jurisdiction,,,Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix
A741054,Greyson,3/11/18 13:13,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A766376,Chanel,3/11/18 13:13,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Female,9 months,Pit Bull Mix
A741059,Selina,3/11/18 13:13,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A767996,Atlas,3/11/18 13:30,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Neutered Male,3 years,Pit Bull Mix
A768054,Chakal,3/12/18 11:56,1000 W Rundberg in Austin (TX),30.3649458,-97.7001521,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A768053,Lilo,3/12/18 11:56,1000 W Rundberg in Austin (TX),30.3649458,-97.7001521,Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A766054,Faith,3/12/18 15:12,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Spayed Female,2 months,Pit Bull Mix
A768090,*Harvey,3/13/18 8:13,3807 Susquehanna Lane in Austin (TX),30.3131297,-97.6650694,Stray,Injured,Dog,Intact Male,8 months,Pit Bull/Pointer
A768113,,3/13/18 12:22,1910 West Braker Lane in Austin (TX),30.3925967,-97.7071181,Stray,Normal,Dog,Intact Female,3 months,Pit Bull Mix
A768138,Britney Ears,3/13/18 14:55,812 Adina Street in Austin (TX),30.2826686,-97.6797781,Stray,Normal,Dog,Intact Female,1 year,American Pit Bull Terrier Mix
A768145,,3/13/18 14:59,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Normal,Dog,Intact Female,3 days,American Pit Bull Terrier Mix
A768144,,3/13/18 14:59,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Normal,Dog,Intact Male,3 days,American Pit Bull Terrier Mix
A768140,,3/13/18 14:59,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Normal,Dog,Intact Female,3 days,American Pit Bull Terrier Mix
A768142,,3/13/18 14:59,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Normal,Dog,Intact Male,3 days,American Pit Bull Terrier Mix
A768143,,3/13/18 14:59,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Normal,Dog,Intact Male,3 days,American Pit Bull Terrier Mix
A768141,,3/13/18 14:59,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Normal,Dog,Intact Female,3 days,American Pit Bull Terrier Mix
A768139,,3/13/18 14:59,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Normal,Dog,Intact Female,3 days,American Pit Bull Terrier Mix
A768151,Watermelon,3/13/18 15:46,Highway 183 And Loyola Lane in Austin (TX),30.302603,-97.6611105,Stray,Normal,Dog,Spayed Female,2 years,Pit Bull Mix
A768160,Galey,3/14/18 13:14,Travis (TX),31.1354588,-97.0027678,Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A768186,*Anya,3/14/18 14:06,1925 Airport Boulevard in Austin (TX),30.2833068,-97.7038894,Stray,Normal,Dog,Intact Female,2 years,American Pit Bull Terrier Mix
A768196,Nero,3/14/18 14:44,6710 Arroyo Seco in Austin (TX),30.3406486,-97.7305689,Stray,Normal,Dog,Intact Male,7 months,American Pit Bull Terrier Mix
A768199,Biggie,3/14/18 15:22,Gracy Farms Lane And Swearingen Drive in Austin (TX),30.3956827,-97.6925762,Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever/Pit Bull
A754545,Lucky,3/14/18 18:54,Thaxton Road in Austin (TX),30.1344095,-97.7343511,Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Pit Bull
A711169,Beyonce,3/14/18 23:43,414 Thomnpson  Lane in Austin (TX),30.2409822,-97.6826241,Stray,Normal,Dog,Spayed Female,4 years,American Pit Bull Terrier Mix
A768226,Diana,3/15/18 11:51,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Spayed Female,6 years,Pit Bull/Rat Terrier
A768234,*Rosie,3/15/18 14:23,11511 Metric Boulevard in Austin (TX),30.39457,-97.706483,Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A768263,Bubba,3/15/18 19:45,4604 Parkdale Pl in Austin (TX),30.2227119,-97.786223,Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A687986,*Patron,3/16/18 11:35,6500 Springdale Road in Austin (TX),30.3082059,-97.6699866,Stray,Normal,Dog,Neutered Male,4 years,Pit Bull Mix
A768287,,3/16/18 13:24,6211 West William Cannon Drive in Austin (TX),30.2303642,-97.8654003,Stray,Normal,Dog,Intact Female,9 months,Pit Bull Mix
A716018,Luke,3/16/18 15:19,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix
A768312,Le Dog,3/16/18 18:58,1156 West Cesar Chavez Street in Austin (TX),30.269764,-97.7591144,Stray,Normal,Dog,Intact Male,4 months,Pit Bull Mix
A768333,*Twitch,3/17/18 12:50,Gracy Farms And Metric Boulevard in Austin (TX),30.3982545,-97.7043395,Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A722084,Ivy,3/18/18 12:24,12414 Stoneridge Gap in Manor (TX),30.3654537,-97.5197112,Stray,Normal,Dog,Spayed Female,3 years,Pit Bull Mix
A721281,Alize,3/18/18 12:34,6804 Ferrystone Pass in Del Valle (TX),30.1610113,-97.6368206,Stray,Normal,Dog,Spayed Female,5 years,Pit Bull Mix
A737854,Zeus,3/18/18 14:23,Pflugerville (TX),30.4548451,-97.6222665,Owner Surrender,Normal,Dog,Spayed Female,1 year,German Shepherd/Pit Bull
A743089,Pebbles,3/18/18 22:16,2109 Red Stone Ln in Austin (TX),30.4184536,-97.6961278,Stray,Normal,Dog,Intact Female,3 years,Pit Bull Mix
A750065,Millie,3/19/18 11:23,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Spayed Female,1 year,Pit Bull Mix
A768422,,3/19/18 13:20,1009 West Dittmar Road in Austin (TX),30.18505,-97.8020854,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix
A768429,Snow White,3/19/18 13:41,106 Cloudview in Austin (TX),30.1895951,-97.7810425,Stray,Normal,Dog,Intact Female,3 years,Pit Bull Mix
A768237,Chopper,3/19/18 17:20,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A768445,Prince,3/19/18 19:04,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Male,6 years,Pit Bull Mix
A768467,*Torr,3/20/18 8:54,West Road And Fawnridge in Austin (TX),30.1537813,-97.4996163,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A765336,Ice,3/20/18 10:07,Mary Street in Austin (TX),30.2476317,-97.7599468,Stray,Normal,Dog,Spayed Female,1 year,Pit Bull Mix
A765394,*Bumper,3/20/18 11:36,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix
A729287,King,3/20/18 13:28,9300 Fm 812 in Austin (TX),30.1601206,-97.683317,Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix
A766731,Nieko,3/20/18 15:03,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever/Pit Bull
A767804,Khaza,3/20/18 17:08,124 Anderson in Austin (TX),30.3446809,-97.7052255,Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A768521,,3/20/18 19:03,1103 Silverton Court in Austin (TX),30.3848294,-97.661487,Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A768492,Andrew,3/21/18 9:44,2302 Rachael Ct in Austin (TX),30.1776957,-97.8273408,Public Assist,Normal,Dog,Neutered Male,5 years,Pit Bull Mix
A768535,,3/21/18 11:42,834 Neans Drive in Austin (TX),30.3735411,-97.6928623,Stray,Normal,Dog,Intact Male,4 days,Pit Bull Mix
A768539,,3/21/18 11:42,834 Neans Drive in Austin (TX),30.3735411,-97.6928623,Stray,Normal,Dog,Intact Male,4 days,Pit Bull Mix
A768537,,3/21/18 11:42,834 Neans Drive in Austin (TX),30.3735411,-97.6928623,Stray,Normal,Dog,Intact Female,4 days,Pit Bull Mix
A768542,,3/21/18 11:42,834 Neans Drive in Austin (TX),30.3735411,-97.6928623,Stray,Normal,Dog,Intact Female,4 days,Pit Bull Mix
A768536,,3/21/18 11:42,834 Neans Drive in Austin (TX),30.3735411,-97.6928623,Stray,Normal,Dog,Intact Female,4 days,Pit Bull Mix
A768541,,3/21/18 11:42,834 Neans Drive in Austin (TX),30.3735411,-97.6928623,Stray,Normal,Dog,Intact Male,4 days,Pit Bull Mix
A768538,,3/21/18 11:42,834 Neans Drive in Austin (TX),30.3735411,-97.6928623,Stray,Normal,Dog,Intact Male,4 days,Pit Bull Mix
A768540,,3/21/18 11:42,834 Neans Drive in Austin (TX),30.3735411,-97.6928623,Stray,Normal,Dog,Intact Female,4 days,Pit Bull Mix
A768534,*Kit Kat,3/21/18 11:42,834 Neans Drive in Austin (TX),30.3735411,-97.6928623,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix
A730144,Dodger,3/21/18 13:48,8106 Brodie Lane in Austin (TX),30.20222,-97.8387077,Stray,Normal,Dog,Neutered Male,4 years,Pit Bull Mix
A730141,Chico,3/21/18 15:37,Travis (TX),31.1354588,-97.0027678,Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A768579,,3/21/18 17:46,Guerrero Street in Del Valle (TX),30.2065706,-97.6356545,Stray,Normal,Dog,Intact Female,3 months,Pit Bull Mix
A697386,Cleo,3/22/18 10:26,10616 Doyle Road in Del Valle (TX),30.0943938,-97.62436,Stray,Normal,Dog,Spayed Female,3 years,Pit Bull Mix
A768580,Lyric,3/22/18 10:26,10616 Doyle Road in Del Valle (TX),30.0943938,-97.62436,Stray,Normal,Dog,Spayed Female,6 years,Pit Bull Mix
A768585,Jonezie,3/22/18 11:26,18810 Highway 290 East in Travis (TX),30.3528964,-97.4125073,Stray,Normal,Dog,Intact Female,9 months,Pit Bull Mix
A768626,Mocha,3/22/18 17:02,Fm 812 And Lonesome Lane in Del Valle (TX),30.1442573,-97.6725612,Stray,Normal,Dog,Spayed Female,7 years,Pit Bull Mix
A768625,Gracie,3/22/18 17:39,12813 Noche Clara Drive in Del Valle (TX),30.1683776,-97.6227113,Stray,Normal,Dog,Intact Female,4 years,Pit Bull Mix
A768628,,3/22/18 18:12,Holly Street And Lynn Street in Austin (TX),30.2530254,-97.7250169,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix
A767955,Ghost,3/22/18 18:23,Round Rock (TX),30.5082551,-97.678896,Owner Surrender,Normal,Dog,Neutered Male,3 months,Pit Bull/Australian Cattle Dog
A768637,*Donald,3/23/18 6:47,4106 N Lamar in Austin (TX),30.3094768,-97.7407154,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A744649,Oreo,3/23/18 10:28,7014 Elroy Road in Del Valle (TX),30.1583685,-97.6441418,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix
A739583,Halo,3/23/18 12:07,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Neutered Male,2 years,Pit Bull Mix
A768689,Princess,3/23/18 16:04,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull Mix
A768701,Boomer,3/23/18 16:36,Highway 71 And Ranch Road 620 in Austin (TX),30.3085228,-97.9454294,Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A768317,B,3/24/18 13:10,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Male,11 months,Pit Bull Mix
A768737,Major,3/24/18 13:46,Outside Jurisdiction,,,Owner Surrender,Injured,Dog,Neutered Male,7 months,American Pit Bull Terrier Mix
A693574,Buddy,3/24/18 18:29,Pearce Lane And Fm 973 in Del Valle (TX),30.1805802,-97.6466179,Stray,Other,Dog,Neutered Male,11 years,Pit Bull Mix
A768787,,3/25/18 1:05,8105 Linden Rd in Travis (TX),30.1383127,-97.5835061,Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A768797,,3/25/18 11:16,Decker Lane And Fm 969 in Austin (TX),30.276794,-97.6372739,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix
A768802,Sicario,3/25/18 11:59,124 West Anderson Lane in Austin (TX),30.3446809,-97.7052255,Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix
A768809,*Amos,3/25/18 12:37,Rainey Street And River Street in Austin (TX),30.257836,-97.739052,Stray,Normal,Dog,Intact Male,7 years,American Pit Bull Terrier Mix
A751228,Jax,3/25/18 13:53,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix
A768820,,3/25/18 15:32,7905 San Felipe Boulevard in Austin (TX),30.4379851,-97.7688988,Stray,Normal,Dog,Intact Male,3 months,Pit Bull Mix
A768830,*Gru,3/25/18 16:58,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A768893,,3/26/18 18:20,Ih 35 And 290 in Austin (TX),30.2508807,-97.7358822,Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A768899,Opian,3/27/18 11:17,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Neutered Male,3 years,Pit Bull Mix
A667596,*Snickers,3/27/18 12:23,Strickland And United Kingdom in Austin (TX),30.1827379,-97.8071266,Stray,Normal,Dog,Spayed Female,5 years,Pit Bull Mix
A730569,Mama,3/27/18 14:10,1621 Rutland Drive in Austin (TX),30.3719453,-97.7115669,Stray,Normal,Dog,Spayed Female,3 years,Pit Bull Mix
A730568,Chuco,3/27/18 14:10,1621 Rutland Drive in Austin (TX),30.3719453,-97.7115669,Stray,Normal,Dog,Neutered Male,3 years,Pit Bull Mix
A768928,Blanca,3/27/18 16:54,2800 Metcalfe Dr in Austin (TX),30.2242083,-97.7379358,Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A768956,Lucky,3/27/18 22:13,8311 Horton Trail in Austin (TX),30.2040104,-97.8465911,Owner Surrender,Injured,Dog,Neutered Male,3 years,Labrador Retriever/Pit Bull
A768957,Sandy,3/28/18 7:10,W St Elmo in Austin (TX),30.2209078,-97.7702365,Public Assist,Sick,Dog,Intact Female,1 year,Pit Bull Mix
A768974,Shelby,3/28/18 12:36,1915 Wells Branch Parkway in Austin (TX),30.4336657,-97.6805756,Stray,Normal,Dog,Spayed Female,1 year,Pit Bull Mix
A760711,Louie,3/28/18 12:41,Leander (TX),30.5788055,-97.8530686,Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix
A765714,*Sierra,3/28/18 12:44,Leander (TX),30.5788055,-97.8530686,Owner Surrender,Normal,Dog,Spayed Female,1 year,Pit Bull Mix
A768976,Rusty,3/28/18 14:08,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Neutered Male,6 years,Pit Bull Mix
A769014,,3/28/18 18:08,1044 Norwood Park Boulevard in Austin (TX),30.33641,-97.69135,Stray,Normal,Dog,Intact Male,1 month,Pit Bull Mix
A769021,,3/28/18 18:53,Taylor Lane in Manor (TX),30.2799409,-97.5407427,Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix
A769029,*Jeremy,3/29/18 9:37,3811 E 12Th St in Austin (TX),30.2767368,-97.690339,Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix
A769032,,3/29/18 11:35,East Riverside Drive And Rivers Edge Way in Austin (TX),30.2282555,-97.7105785,Stray,Normal,Dog,Intact Female,3 years,Pit Bull Mix
A730769,Damon,3/29/18 14:21,Outside Jurisdiction,,,Owner Surrender,Normal,Dog,Neutered Male,4 years,American Bulldog/Pit Bull
A769050,*Durango,3/29/18 14:30,Alpine Drive And Swiss Drive in Del Valle (TX),30.1288498,-97.6162401,Stray,Injured,Dog,Intact Male,6 months,Pit Bull Mix
A701265,Blue,3/29/18 17:45,Travis (TX),31.1354588,-97.0027678,Stray,Normal,Dog,Neutered Male,4 years,Pit Bull Mix
A768923,Ice,3/29/18 19:29,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull/Dalmatian
A769076,Kalypso,3/30/18 7:34,1938 Dapplegrey in Austin (TX),30.4183797,-97.6833422,Stray,Injured,Dog,Spayed Female,3 years,Pit Bull Mix
A769083,,3/30/18 11:16,2400 East Cesar Chavez Street in Austin (TX),30.2548705,-97.717103,Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A769142,,3/30/18 16:37,12412 Briarcreek Loop in Manor (TX),30.3224395,-97.5334188,Stray,Normal,Dog,Intact Female,1 year,Pit Bull
A769143,,3/31/18 10:21,Delmar Avenue And Duval Street in Austin (TX),30.3375948,-97.7050897,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix
A769145,Clara,3/31/18 11:28,Yupon And Spicewood Springs in Austin (TX),30.3909704,-97.7768294,Stray,Normal,Dog,Spayed Female,2 years,Pit Bull Mix
A769157,,3/31/18 13:23,Old Kimbro Road in Manor (TX),30.3407079,-97.5068461,Stray,Injured,Dog,Intact Male,1 year,Pit Bull Mix
A763630,Judge,3/31/18 13:36,2430 Cromwell Cir in Austin (TX),30.226677,-97.72095,Stray,Injured,Dog,Intact Male,1 year,Pit Bull Mix
A769162,,3/31/18 14:31,13134 N Turnersville Rd in Travis (TX),30.1004177,-97.7820492,Stray,Injured,Dog,Intact Female,5 years,Pit Bull Mix
A769165,,3/31/18 14:49,969 And 973 in Austin (TX),30.2303043,-97.6287837,Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A769135,Gypsy,3/31/18 14:50,4603 Whispering Valley Drive in Austin (TX),30.4164634,-97.7312949,Stray,Normal,Dog,Spayed Female,8 years,Pit Bull Mix
A769187,,4/1/18 8:54,Mustang Ridge (TX),30.0568828,-97.6911124,Owner Surrender,Sick,Dog,Intact Female,2 weeks,Boxer/Pit Bull
A769188,,4/1/18 8:54,Mustang Ridge (TX),30.0568828,-97.6911124,Owner Surrender,Sick,Dog,Intact Female,2 weeks,Boxer/Pit Bull
A769189,,4/1/18 8:54,Mustang Ridge (TX),30.0568828,-97.6911124,Owner Surrender,Sick,Dog,Intact Male,2 weeks,Boxer/Pit Bull
A769190,,4/1/18 8:54,Mustang Ridge (TX),30.0568828,-97.6911124,Owner Surrender,Sick,Dog,Intact Female,2 weeks,Boxer/Pit Bull
A769185,Nala,4/1/18 8:54,Mustang Ridge (TX),30.0568828,-97.6911124,Owner Surrender,Sick,Dog,Intact Female,1 year,Boxer/Pit Bull
A769191,,4/1/18 8:54,Mustang Ridge (TX),30.0568828,-97.6911124,Owner Surrender,Sick,Dog,Intact Female,2 weeks,Boxer/Pit Bull
A769186,,4/1/18 8:54,Mustang Ridge (TX),30.0568828,-97.6911124,Owner Surrender,Sick,Dog,Intact Male,2 weeks,Boxer/Pit Bull
A765714,*Sierra,4/2/18 11:02,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Spayed Female,1 year,Pit Bull Mix
A744649,Oreo,4/2/18 13:35,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Spayed Female,1 year,Pit Bull Mix
A769287,Clyde,4/2/18 17:08,3110 Crownover in Travis (TX),30.2294536,-97.5889975,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A769291,Branch,4/2/18 17:29,8406 Garcreek Circle in Austin (TX),30.2947295,-97.6289818,Stray,Normal,Dog,Neutered Male,3 months,Pit Bull Mix
A769295,Tank,4/2/18 23:11,21935 Briarcliff Drive in Travis (TX),30.4083382,-98.0491173,Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A769305,,4/3/18 11:41,6200 Loyola in Austin (TX),30.3029683,-97.6496185,Stray,Normal,Dog,Intact Female,3 years,American Pit Bull Terrier Mix
A720866,*Titus,4/3/18 13:33,7409 Artic Ct in Travis (TX),30.3082309,-97.6409498,Stray,Injured,Dog,Neutered Male,6 years,Pit Bull Mix
A769313,,4/3/18 13:37,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A769335,,4/3/18 16:31,East Ben White Boulevard And Catalina Drive in Austin (TX),30.2161865,-97.738763,Stray,Normal,Dog,Intact Male,1 month,Pit Bull Mix
